Licence Number,UWI,Client,Phase 1 ESA Vendor,PH 1 Year,Phase 1 ESA Result,Phase 1 ESA Well Centre,Phase 1 ESA Drilling Waste Disposal,Phase 1 ESA Flare Pit,Phase 1 ESA Aboveground Infrastructure,Phase 1 ESA Underground Storage Tank,Phase 1 ESA Spill,Phase 1 ESA Other APEC,Phase 2 ESA Vendor,Phase 2 ESA Year,Phase 2 ESA Result,Phase 2 ESA Well Centre,Phase 2 ESA Drilling Waste Disposal,Phase 2 ESA Flare Pit,Phase 2 ESA Aboveground Infrastructure,Phase 2 ESA Underground Storage Tank,Phase 2 ESA Spill,Phase 2 ESA Other APEC,Phase 2 ESA Well Centre Contaminated Volume (m3),Phase 2 ESA Drilling Waste Disposal Contaminated Volume (m3),Phase 2 ESA Flare Pit Contaminated Volume (m3),Phase 2 ESA Aboveground Infrastructure Contaminated Volume (m3),Phase 2 ESA Underground Storage Tank Contaminated Volume (m3),Phase 2 Spill Area Volume (m3),Phase 2 ESA Combined Contaminated Volume (m3),Remediation Vendor,Remediation Year,Well Centre Volume Remediated (m3),Drilling Waste Disposal Volume Remediated (m3),Flare Pit Volume Remediated (m3),Aboveground Infrastructure Volume Remediated (m3),Underground Storage Tank Volume Remediated (m3),Remediated Combined Volume (m3),Notes,Source,Cost - Phase 1 ESA,Cost - Phase 2 ESA,Cost - Phase 3 Remedial Report,Who entered the data,Source Dates,Budget (high level) or Amount,Units - Project Manager,Units - Project Coordinator ,Units - Administration ,Units - Line Locates ,Units - Hydrovac Lines ,Units - Survey,Units - Liner ,Units - Lowboy Equipment Mob/Demob,Units - Site Supervisor ,Units - Excavator ,Units - D6 Dozer ,Units - Operator Travel Time ,Units - Operator Crew Truck ,Units - Equipment Crew Subsistence ,Units - Lab Analysis ,Units - Truck and Pup,Units - Loader
216284,102/12-03-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
133209,100/14-03-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
216009,104/14-03-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
240805,103/14-03-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
412602,105/14-03-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
211035,102/14-03-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
213204,1A0/16-04-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC results pending for P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
308132,100/03-09-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
355580,102/03-09-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
317052,100/01-09-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. ENV comments ""full disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$64,524.00 ",,,,,,,,,,,,,,,,,
294149,102/16-04-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. env comments ""minimal disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,562.00 ",,,,,,,,,,,,,,,,,
213788,100/16-05-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. env comments ""minimal disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,562.00 ",,,,,,,,,,,,,,,,,
155813,102/01-06-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
133920,100/02-10-037-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
213219,102/03-10-037-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
215186,102/07-10-037-05W4/00,,,,Fail,Pass,Pass,Fail,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ASTs, Flare Pit for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
387391,102/09-10-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
367303,100/14-10-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,562.00 ",,,,,,,,,,,,,,,,,
140809,100/16-10-037-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF  fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
447854,102/07-15-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
139658,100/01-11-037-05W4/02,,,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA-DST Hydrocarbon for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,200.00 ",,,,,,,,,,,,,,,,,
141041,1B0/05-11-037-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Spill for P1. Next step is P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$22,400.00 ",,,,,,,,,,,,,,,,,
141043,1C0/06-11-037-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Salt staining, Veg stress for P1. Next step is P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$19,200.00 ",,,,,,,,,,,,,,,,,
141042,1B0/06-11-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
139527,100/08-11-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
205195,102/10-11-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
159447,100/13-12-037-05W4/03,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
140970,1B0/04-14-037-05W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,"WC, DWDA (DST Hydrocarbon) for P2. ""P1 ESA Failed
P2 ESA Failed (DWDA). Next step is REM.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$150,000.00 ",,,,,,,,,,,,,,,,,
141387,1D0/06-14-037-05W4/00,,,,Fail,Fail,Fail,Pass,Fail,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWD, AST area, Veg stress fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
367714,100/06-14-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
401865,100/07-14-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
367300,100/08-14-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. env comments ""minimal disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,562.00 ",,,,,,,,,,,,,,,,,
193993,1C0/10-14-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$64,524.00 ",,,,,,,,,,,,,,,,,
144429,1D0/11-14-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. env comments ""minimal disturbance"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,562.00 ",,,,,,,,,,,,,,,,,
367345,100/12-14-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
341712,100/12-15-037-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. ENV comments ""Tear drop (gravel)"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$32,262.00 ",,,,,,,,,,,,,,,,,
341993,100/15-15-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
446274,102/04-22-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
148071,1A0/07-23-037-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
146757,1B0/09-23-037-05W4/00,,,,Fail,,,,,,,,,,Fail,Pass,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,Fail - AST for P2. Next step is REM.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$197,755.80 ",,,,,,,,,,,,,,,,,
144745,1A0/10-23-037-05W4/00,,,,Fail,,,,,,,,,,Pass,,,,,,,,,,,,,,,,,,,,,,,"APEC WC, Infrastructure, Flare Pit, AST, Separator - not sure to mark as Pass/Fail as comments just say P2 Pass. Current step Rec and next step Monitoring/DSA/RCA.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$5,000.00 ",,,,,,,,,,,,,,,,,
146759,1A0/15-23-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
143959,102/16-23-037-05W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Pass,Fail,Fail,Pass,Pass,Fail,,,,,,,,,,,,,,,,"""Fail - AST, WC, Infrastructure, Flare Pit, AST, Separator. "" for REM. P2 Fail. Next step is Rec.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$72,340.00 ",,,,,,,,,,,,,,,,,
144712,1C0/16-23-037-05W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,"WC, flare stack, AST noted for APEC. P2 passed. Next step is Rec.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,250.00 ",,,,,,,,,,,,,,,,,
419905,100/07-24-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
147541,100/04-25-037-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
148748,100/12-25-037-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF  fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
291900,100/02-36-037-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
255034,100/16-30-037-21W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
292261,102/09-32-037-21W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
78963,100/12-36-037-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
397795,102/03-31-038-02W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
422965,105/09-09-038-03W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
430279,104/16-09-038-03W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
435868,100/16-09-038-03W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
466176,102/16-09-038-03W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
90909,100/04-25-038-03W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
310124,102/07-25-038-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
176256,103/09-35-038-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
177381,100/10-35-038-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
362841,100/02-36-038-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
159665,100/12-36-038-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
160261,1A0/12-36-038-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
179533,103/11-36-038-03W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
395009,100/05-21-038-04W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
288750,103/07-28-038-04W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,Apec pass for Rec- put pass for P1. Next step is Monitoring/DSA/RCA.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$5,000.00 ",,,,,,,,,,,,,,,,,
320991,102/08-17-038-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$25,307.00 ",,,,,,,,,,,,,,,,,
150255,1C0/04-19-038-05W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,WC Failed for P2. Next step is REM.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$204,926.34 ",,,,,,,,,,,,,,,,,
148902,1D0/04-19-038-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. ENV comments "" min disturbance""",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,469.00 ",,,,,,,,,,,,,,,,,
150282,1A0/04-19-038-05W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
148904,1B0/04-19-038-05W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
375553,100/05-19-038-05W4/03,,,,Fail,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,DWDA fail for P1. Next step is P2. EM Survey.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
247635,105/04-26-038-05W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA fail for P1. next step P2. EM survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
242548,103/04-26-038-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
243133,104/04-26-038-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
307556,100/04-26-038-05W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
309788,100/01-27-038-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
260157,102/06-26-038-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF, Spill, Sunken/Bare Area for P1. next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
261399,103/06-26-038-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF, Spill, Sunken/Bare Area for P1. next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$26,000.00 ",,,,,,,,,,,,,,,,,
F26595,Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC results pending for P1. Next step tbd.,2023 Surge ENV Tracker,,,,Alice,2017-2022,-,,,,,,,,,,,,,,,,,
328380,100/06-26-038-05W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
353169,104/06-26-038-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
281647,100/14-26-038-05W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$65,000.00 ",,,,,,,,,,,,,,,,,
314875,102/01-27-038-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
341147,103/01-27-038-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$15,600.00 ",,,,,,,,,,,,,,,,,
341119,100/03-27-038-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
341140,100/05-27-038-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC results pending for P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
152241,100/08-10-038-06W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. ENV comments ""Long access road"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$65,000.00 ",,,,,,,,,,,,,,,,,
358504,100/05-13-038-06W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. ENV comments "" min disturbance""",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,469.00 ",,,,,,,,,,,,,,,,,
135256,100/09-13-038-06W4/00,,,,Fail,Fail,Fail,Fail,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, AST, DWDA, Flare Pit fail for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
247579,100/10-13-038-06W4/00,,,,Fail,Fail,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, AST fail for P1. next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
363460,100/11-13-038-06W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$65,000.00 ",,,,,,,,,,,,,,,,,
163794,100/03-14-038-06W4/00,,,,Fail,Fail,Pass,Fail,Pass,Pass,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Flare Pit, INF, Spill for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
166948,100/06-14-038-06W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,APEC Pass for P2. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$65,000.00 ",,,,,,,,,,,,,,,,,
