Licence Number,UWI,Client,Phase 1 ESA Vendor,PH 1 Year,Phase 1 ESA Result,Phase 1 ESA Well Centre,Phase 1 ESA Drilling Waste Disposal,Phase 1 ESA Flare Pit,Phase 1 ESA Aboveground Infrastructure,Phase 1 ESA Underground Storage Tank,Phase 1 ESA Spill,Phase 1 ESA Other APEC,Phase 2 ESA Vendor,Phase 2 ESA Year,Phase 2 ESA Result,Phase 2 ESA Well Centre,Phase 2 ESA Drilling Waste Disposal,Phase 2 ESA Flare Pit,Phase 2 ESA Aboveground Infrastructure,Phase 2 ESA Underground Storage Tank,Phase 2 ESA Spill,Phase 2 ESA Other APEC,Phase 2 ESA Well Centre Contaminated Volume (m3),Phase 2 ESA Drilling Waste Disposal Contaminated Volume (m3),Phase 2 ESA Flare Pit Contaminated Volume (m3),Phase 2 ESA Aboveground Infrastructure Contaminated Volume (m3),Phase 2 ESA Underground Storage Tank Contaminated Volume (m3),Phase 2 Spill Area Volume (m3),Phase 2 ESA Combined Contaminated Volume (m3),Remediation Vendor,Remediation Year,Well Centre Volume Remediated (m3),Drilling Waste Disposal Volume Remediated (m3),Flare Pit Volume Remediated (m3),Aboveground Infrastructure Volume Remediated (m3),Underground Storage Tank Volume Remediated (m3),Remediated Combined Volume (m3),Notes,Source,Cost - Phase 1 ESA,Cost - Phase 2 ESA,Cost - Phase 3 Remedial Report,Who entered the data,Source Dates,Budget (high level) or Amount,Units - Project Manager,Units - Project Coordinator ,Units - Administration ,Units - Line Locates ,Units - Hydrovac Lines ,Units - Survey,Units - Liner ,Units - Lowboy Equipment Mob/Demob,Units - Site Supervisor ,Units - Excavator ,Units - D6 Dozer ,Units - Operator Travel Time ,Units - Operator Crew Truck ,Units - Equipment Crew Subsistence ,Units - Lab Analysis ,Units - Truck and Pup,Units - Loader
166950,104/03-14-038-06W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,APEC Pass for P2. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$58,154.50 ",,,,,,,,,,,,,,,,,
186243,106/03-14-038-06W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
186244,100/04-14-038-06W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
165884,102/03-14-038-06W4/00,,,,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. Comments ""Multi-well"" - failed AST.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$65,000.00 ",,,,,,,,,,,,,,,,,
166995,102/06-14-038-06W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,WC and historical infrastructure areas fail for P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
166951,103/03-14-038-06W4/00,,,,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. Comments ""Multi-well""- failed AST.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
166997,103/06-14-038-06W4/00,,,,Pass,Pass,Pass,Pass,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"APEC Pass for P1. Next step is Rec. Comments ""Multi-well""- failed AST.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
166949,105/03-14-038-06W4/00,,,,Fail,Fail,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,Fail (WC Infrastructure) for P1? Bc notes say pass for P2 and next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$15,250.00 ",,,,,,,,,,,,,,,,,
182740,100/07-14-038-06W4/00,,,,Fail,Fail,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, AST fail for P1. next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
182739,102/07-14-038-06W4/00,,,,Fail,Fail,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, AST fail for P1. next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
144810,100/02-24-038-06W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, historical infrastructure areas fail for P1. Next step P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
352318,100/03-24-038-06W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
149452,100/10-24-038-06W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
304997,100/01-05-038-21W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA, Spill P1 fail. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
287465,100/08-01-038-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
55551,100/01-02-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
276074,104/01-02-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
397041,102/14-06-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
329875,100/01-03-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
216749,100/07-11-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
272664,103/02-14-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
240583,102/02-14-038-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
188567,100/15-16-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
135579,100/02-17-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
293799,100/14-17-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
309489,100/11-18-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
395924,100/09-18-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
111418,100/15-19-038-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
293856,100/10-20-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
96612,100/12-24-038-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
143432,100/10-34-038-22W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
243374,100/07-34-038-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
286805,102/10-34-038-22W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
239941,100/01-35-038-22W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF, DWDA fail for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$29,600.00 ",,,,,,,,,,,,,,,,,
156022,100/06-35-038-22W4/02,,,,Fail,Pass,Fail,Fail,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FP, DWDA fail for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$24,800.00 ",,,,,,,,,,,,,,,,,
326546,100/07-11-038-23W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
339605,100/14-11-038-23W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
299884,102/16-24-038-23W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
125622,100/14-26-038-23W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
82025,100/10-30-038-23W4/00,,,,Fail,Pass,Fail,Pass,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"DWDA, Spill for P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
271091,102/10-30-038-23W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Facility for P1. Next step P2. ",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$15,600.00 ",,,,,,,,,,,,,,,,,
161506,100/08-34-038-23W4/02,,,,Fail,Fail,Pass,Fail,Pass,Fail,Fail,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, INF, UST, Flare Stack, Spill fail for P1. Next step in P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$27,200.00 ",,,,,,,,,,,,,,,,,
124168,100/12-34-038-23W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
234898,103/04-36-038-23W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
219756,100/12-07-039-02W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
194715,102/14-18-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC- oil and water exceedance, staining at WC for P1. Next step is P2. ENV comments ""ABD Completed 2022"".",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$27,600.00 ",,,,,,,,,,,,,,,,,
192280,100/03-19-039-02W4/02,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC- oil and water exceedance, for P1. Next step is P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$15,600.00 ",,,,,,,,,,,,,,,,,
192278,103/04-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC- oil and water exceedance, for P1. Next step is P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
192281,102/05-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC- oil and water exceedance, oil leak at WC, no mud additives for P1. Next step is P2.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
192282,100/11-19-039-02W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
188882,100/12-19-039-02W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,132.00 ",,,,,,,,,,,,,,,,,
180773,100/13-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,WC- oil and water exceedance For P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
181434,102/13-19-039-02W4/02,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
181688,103/13-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
187479,104/13-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
190325,100/14-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,WC- oil and water exceedance For P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
215592,102/11-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,WC- oil and water exceedance For P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
192326,103/12-19-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,WC- oil and water exceedance For P1. Next step P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
144671,100/14-20-039-02W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
166022,103/14-30-039-02W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA fail for P1. next step P2. EM survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
143979,100/11-30-039-02W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downhole ABD. Next step P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
147801,1A0/13-30-039-02W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
223945,102/05-31-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC- oil and water exceedance, staining at WC for P1. Next step is P2. ",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$12,000.00 ",,,,,,,,,,,,,,,,,
227480,103/05-31-039-02W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,WC- oil and water exceedance for P1. Next step is P2. ,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$15,600.00 ",,,,,,,,,,,,,,,,,
114904,100/02-01-039-03W4/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
377649,103/07-01-039-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
398149,100/12-01-039-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
154357,100/15-01-039-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
223555,100/07-25-039-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
130010,100/05-29-039-03W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
350201,102/08-30-039-03W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$65,000.00 ",,,,,,,,,,,,,,,,,
358650,102/16-30-039-03W4/00,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC Pass for P1. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,469.00 ",,,,,,,,,,,,,,,,,
462167,102/05-29-039-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasture/Cultivated/Grazing and downhole ABD. Next step P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
293593,102/08-36-039-03W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APEC pass but DSA Fail. Next step monitoring/dsa/rca.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$5,000.00 ",,,,,,,,,,,,,,,,,
423006,100/09-24-039-04W4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
133995,1C0/03-01-039-05W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,APEC Pass for P2. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,132.00 ",,,,,,,,,,,,,,,,,
143856,1D0/03-01-039-05W4/00,,,,Fail,Fail,Pass,Pass,Fail,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, Spill, AST fail for P1. Next step for P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
151674,1A0/05-01-039-05W4/00,,,,Fail,,,,,,,,,,Fail,Pass,Fail,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,Fail - DWDA for P2. current step REM. Next step REC.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,132.00 ",,,,,,,,,,,,,,,,,
139559,1D0/05-01-039-05W4/00,,,,Fail,Fail,Fail,Fail,Pass,Pass,Pass,Fail,,,,,,,,,,,,,,,,,,,,,,,,,,"DWDA, Air Photo Area, FP, WC fail for P1. Next step is P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$17,600.00 ",,,,,,,,,,,,,,,,,
133398,103/06-01-039-05W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC x2, 1A0 DWDA fail for P1. Next step is P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$28,400.00 ",,,,,,,,,,,,,,,,,
170906,1A0/06-01-039-05W4/00,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC, DWDA fail for P1. next step P2. EM survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
163986,1C0/06-01-039-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
139967,1D0/06-01-039-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC fail for P1. Next step is P2.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$10,000.00 ",,,,,,,,,,,,,,,,,
116773,102/06-01-039-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
245203,107/06-01-039-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
151349,1A0/07-01-039-05W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,APEC Pass for P2. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,132.00 ",,,,,,,,,,,,,,,,,
134631,1B0/07-01-039-05W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,APEC Pass for P2. Next step is Rec.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$21,132.00 ",,,,,,,,,,,,,,,,,
151350,1D0/07-01-039-05W4/00,,,,Fail,,,,,,,,,,Pass,Pass,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,APEC Pass for P2. Next step is Rec.,2023 Surge ENV Tracker,"$21,132.00 ",,,Alice,2017-2022,"$21,132.00 ",,,,,,,,,,,,,,,,,
171688,100/07-01-039-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
111084,100/08-01-039-05W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Fail,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,"Fail - WC, DWDA for P2. Next step REM.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$594,120.00 ",,,,,,,,,,,,,,,,,
157081,1B3/08-01-039-05W4/00,,,,Fail,,,,,,,,,,Fail,Fail,Pass,Pass,Pass,Pass,,,,,,,,,,,,,,,,,,WC Failed for P2. Next step is REM.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$204,926.34 ",,,,,,,,,,,,,,,,,
148849,1C0/01-01-039-05W4/00,,,,Fail,Fail,Pass,Pass,Pass,Pass,Fail,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,"WC x2, Spill For P1. Next step P2. EM Survey.",2023 Surge ENV Tracker,,,,Alice,2017-2022,"$14,000.00 ",,,,,,,,,,,,,,,,,
151351,1C0/08-01-039-05W4/00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABD (C&C). Next step is P1.,2023 Surge ENV Tracker,,,,Alice,2017-2022,"$1,100.00 ",,,,,,,,,,,,,,,,,
